text,polarity_score,sentiment
alhamdulillah sound quality 100100 range o onk valo but charge backup aktu kom dei price onujaye onek valo product,7,0
alhamdulillah onk shundor akta product 2 day baboher korea bolci,7,0
dam hisabe jos akta productquality o valo chaile nite paren,7,0
300 tk hishebe product kharap na consider kora jaite pare eta,7,0
price onujai airpods tah valo thnaks daraz and the seller,7,0
alhamdulillah jemon chaici temon phaici onak valo akta jinjs sobai nite paren,7,0
"alhumdulillah onk valo 
price hishebe onk valo 
recommend",9,1
motamoti valo caile nite paren 1 gonta moto charge thake,7,0
viya ki product dilen aktay sound ase r aktay ase na,7,0
product mota muti valo but packaging khub kharap selo,7,0
product ta os3r cilo 1st time oder kre nicilam onk vlo lagce,7,0
kaj kore na thik moto touch laglei off hoye jai,7,0
alhamdullah valo paichijeta caicilam oitay paichi,7,0
khubi bhalo kintu product ar packaging ta bhalo na,7,0
vlo sound quality nite paren 320 takay vlo chilo,7,0
3diner modde hate pelem donnobad daraz,2,2
holder er opener ta thik moto place hoyna bakisob ok,9,1
charge hoy na vai onnek somossa nilei los,7,0
"alhamdulliah products vlo
sobai nite paren",7,0
oh my god nice product thank u daraz,12,1
"kob baje keo niben na
nostw ta paise",7,0
ai price ar vitore chole kharap na,7,0
price hisabe quality onek valo best,11,1
ek den o chole nai charj hoy na ek dene nosto,7,0
vai ektuo valo na kao ata nito na,7,0
akdom baje kau tk nosto korben na,7,0
300 tkr bitre mutamuti tik ase,7,0
product hate pailam daki kemon,2,2
ei budget e valoi product,7,0
jamon ta deksi oitai paisi khub valo,7,0
ami ja disilam ta ashe nai aro kharap ta ashse ami ae talay aro valo paitam dekhaise akta disen arektawhy,7,0
nite paren onek balo chilo,7,0
ato kom dame valo jinis,7,0
just awesome 9 pis nisi,11,1
product ta asol ay joss,7,0
shby nite paren vlo ase,7,0
motamoti valo dan kaner tar sound khubi valo kintu bam kaner ta beshi ekta valo na,7,0
motamoti dame kom mane valo,7,0
daraz ara protarok kaharap jinish dey,7,0
motamoti balo charge kom thake aitoi ja somossa,7,0
ektu owh valo nah oraimo ar aita onk deeprange duplicate aktu owh valo nah onk somy lage puls aktu ow valo nah,4,2
1st of all jeita dekhaisen oita den nai,7,0
"ami shob somoy order kori daraz theke kintu ai bar amon products dibe kono din bavi nai 
onk baje akta product klk niyechi right side er ta kaaj kore r left tai charge e hoi na akdom nosto",7,0
sound quality overall budget friendly but j cable ta diacen ai tay crg uthe nah,7,0
ekta vlo arekta nosto eta khub e unexpected check kore deya uchit chilo,7,0
eke bare baje chi chi ogore paile ami age suddam product khub baje oak thu,7,0
product valo but charge theke na minimum 30 minute change take,7,0
sensor ektao kaj kore na voice recording valo na,7,0
headphone ekta cholche arekta cholche eita ki dilen bhai,7,0
quality nai order disi white dise black,7,0
product quality ektu kharap kbl received korlam akhn e somossa palam aro to din baki ase,7,0
sounds systems onk onk kharp,7,0
"valo nah
connect e hoy nah",5,2
faltu keo niyen na plsds,7,0
kom dam a valo produced sobi nita paran,7,0
"alhamdulillah aita mota moti valoi kom
price a valo podak ar kew niya chalice niya paren",7,0
khub valo product,7,0
khubi valo products price onujai onk valo ami mone kori matro hate fellam use kore deklam best ar delivery man ar behavior onk valo cilow donnobad daraz,7,0
"1khub akta valo na
2ak side ar tar sound kom hoyay budget hishabe valo 
3 quality valokintu khub valo na",7,0
price onujai thik aseh but noice cancellation and baki features kaj kore na but sound quality chole mota moti,7,0
product order deoar 2 din pore pelum product onek bhalo packaging ta dekhe bhalo mone hocche beboharer por bakita bolajabe,7,0
product ta onek onek valo chilo shobai mite paren ar delivery o taratari hoiche delivery vaita onek valo oi onujai aro valo laglo tnx vaiar daraz ke dhonnobad eto shundor ekti product amake deyar jonno,8,1
daraz theke eto balo ekta airpod pabo kolponawo kori nai khub balo ekta airpod sound quality sei apnara lagle nite paren,7,0
"anc kaaj kore naplus charger o kaaj korena
overall daam onujai kharap na sound bhalo alhamdulillah",7,0
"product ar anc kaj kore na
ai prize a anno sokol airpods ar ai anc kaj kore
5 star dilam jeno sobai revew dekkhe kinte pare",10,1
15 din er moto use korlamairpods valoi but anc kaj kortece naki sure na tobe original airpods er moto onno features kaj kortece overall valo,11,1
this airpod is perfect for daily uses sound quality is good and also charge long lasting stay and lastly i say seller vaiya onk valo thank u vaiya,12,1
sundor packaging chilo box e ektu o kono scratch pai ni bhitore sob kichui valo moto chilo,5,2
good product but bass ektu kom and baki sob thik ache for daraz best offes 01920610605,10,1
the packaging is good and the product looks just like the picture shown so would recommend,12,1
"prodakti vlo 
kicu din dore use korte ci kno problem daki nai
battery health o onk vlo",4,2
same to same paichionek sundor product sound quality onek valobesss o valo dey,7,0
quality khub valo mone hocchey long run e service kemon dibe janina but im hopeful,11,1
awesome seller o onek vlo delivery fast peyechilam charge backup o vlo e,11,1
not badanc works beige is too muchand wearless charge o hoyvalo lagse,7,0
alhamdulillah product onek valo 2 din use korar por review dite si sobai nete paren,7,0
"price onujayi thik ase premium premium ase
dalivery man o khub valo silo",7,0
the airpod was goodami ank din jabot use korsibash valoproduct,7,0
"prodect bhaloi anc nai sound qualitio chole 
kinsi 570 dia nite paren",7,0
"alhamdulilla valo akta prodacted paiche 
sound baje 100 ta 96",7,0
quality ta ero better kora uchit chilo pods er r all goooood,10,1
this comment is not available this comment is not available,7,0
overall valoi specially sound quality is satisfying,10,1
onek valo quality sound smooth tnx seller ami 2ta niyeci,8,1
sob kisu thik moto peyesi price hisebe onek valo hoise,5,2
nice products valo lagar moto chailay nitay paren,9,1
ay price a onk valo product peyesi sobay nite paren,7,0
goog quality sound valo clear price onujaye best,12,1
valo podak taka onojai valo apnara caile nite paren,7,0
asolei onk vlo akta products thank you seller bhai,9,1
dame onujai product ta onk vlo sobai nita paren,7,0
price onujayi best qualityi am fully satisfied,12,1
good sound ta arakto clear hoila valo hoto,11,1
good products jemon ta asha korchi tmn e paici,10,1
ak kothai joss valo lagse caile neta paran,7,0
product ta onk vlo apnara caila nita paran,7,0
product ta onk vlo best quality full,11,1
onk valo product sobai nita paran,7,0
nice product price onujayi thik ase,9,1
anek valo ginistathank you darraz,7,0
sooo goodtaka hisabay onk vlo,7,0
vai best kintu anc nai ga,11,1
same to same for ad,7,0
"valoi asha sound quality valo akhon dakha bijoy charge kotokhon thake
charge back up kharap sob e thik asa",5,2
airpords 2 ta valo kintu charger dise charger a kono kaz kore na ai charger diya charge hoi na onno charger dile hoy,7,0
eikane lekha ase noise cancellingbut noise cancelling kora jai na,5,2
jars airpods ai bar pothom bebohar kortaso tara nite paro amar kase valo lage nai akdom baje ar thike akta tar ala headphones niya valo silo,7,0
shob theke best eta ami ageo onek gula kinchi daraz theke kintu etar moto ek taw pai nai best product forever thanks selar eto bhalo product deoyar jonno,13,1
thik moto charge hoina charge o beshikkhon thakena emnite sob thik thak but ami suggest korbo eta kew na neyar jonno,6,2
2diner moddhe delivery peye gesi eita valo lagce sound quality valoi ache kotodin jay seta dekhar bishoy,4,2
akdom baje sound quality r charge backup onek komanc to nai e bud ar tus autocratic kaj kore power on off hoi,7,0
products ta master copy but works finesound quality valo bluetooth connection base motamoti,7,0
ai seller er babohar valose customer der sathe valo behave korenunar product o onek valo kom dam e asebur daraz er chor delivery man ra mal curi kore nei,7,0
sound quality marattok price hisabe bass valo 2 hour age hathe paisi jokhn unbox krsilm 70 chrg silo,7,0
price anujai ato vlo na products ar aktu best hoa dorkar silo and sob thake boro kotha akta airbird nost kaj kore na,10,1
charge kom thake sound quality tmn valo na normally use r jnno thik ase heavy sound o na abar kom o na mediumbola jay cole kono rokom,7,0
anc supported na quality o average onek beshi valo naa review dkhei nisilam but disappointed,3,2
